Target,Temperature Difference [C],Type,Failure Type,Rotational speed [rpm],Torque [Nm],Air temperature [C],Process temperature [C],Tool wear [min]
0.0,10.300000000000011,1.0,0.0,0.2962962962962963,-0.3999999999999999,0.3804347826086958,0.41975308641975584,0.37549407114624506
0.0,10.399999999999977,1.0,0.0,-0.2698412698412698,0.6296296296296297,0.3804347826086958,0.43209876543209713,0.38735177865612647
0.0,10.300000000000011,1.0,0.0,0.4126984126984127,-0.25185185185185177,0.39130434782608337,0.43209876543209713,0.3992094861660079
0.0,10.300000000000011,0.0,0.0,-0.3386243386243386,-0.06666666666666655,0.3804347826086958,0.41975308641975584,0.4110671936758893
0.0,10.300000000000011,2.0,0.0,-0.656084656084656,0.7851851851851853,0.39130434782608337,0.43209876543209713,0.41897233201581024
0.0,10.300000000000011,0.0,0.0,-0.8095238095238095,0.9185185185185184,0.3804347826086958,0.41975308641975584,0.4387351778656126
0.0,10.300000000000011,0.0,0.0,-0.746031746031746,0.3925925925925924,0.3804347826086958,0.41975308641975584,0.44664031620553357
0.0,10.300000000000011,0.0,0.0,-0.7142857142857143,0.7925925925925923,0.3804347826086958,0.41975308641975584,0.45454545454545453
0.0,10.300000000000011,1.0,0.0,-0.7142857142857143,0.6666666666666666,0.3804347826086958,0.41975308641975584,0.4624505928853755
0.0,10.399999999999977,2.0,0.0,-0.6931216931216931,0.6222222222222221,0.3804347826086958,0.43209876543209713,0.4743083003952569
0.0,10.300000000000011,1.0,0.0,-0.164021164021164,0.548148148148148,0.3804347826086958,0.41975308641975584,0.49407114624505927
0.0,10.300000000000011,0.0,0.0,-0.07407407407407407,0.6666666666666666,0.3804347826086958,0.41975308641975584,0.5059288537549407
0.0,10.300000000000011,1.0,0.0,1.7989417989417988,-1.0592592592592593,0.369565217391302,0.40740740740740744,0.5138339920948616
0.0,10.300000000000011,0.0,0.0,-0.4497354497354497,0.4592592592592589,0.3804347826086958,0.41975308641975584,0.525691699604743
0.0,10.399999999999977,2.0,0.0,-0.4126984126984127,1.022222222222222,0.3804347826086958,0.43209876543209713,0.533596837944664
0.0,10.300000000000011,1.0,0.0,-0.48148148148148145,0.2962962962962963,0.39130434782608337,0.43209876543209713,0.5533596837944663
1.0,10.200000000000045,0.0,1.0,7.185185185185185,-2.6296296296296298,0.39130434782608337,0.41975308641975584,0.5652173913043478
0.0,10.200000000000045,0.0,0.0,-0.6349206349206349,1.096296296296296,0.39130434782608337,0.41975308641975584,0.5731225296442687
0.0,10.199999999999989,2.0,0.0,-0.031746031746031744,0.27407407407407375,0.3804347826086958,0.40740740740740744,0.5810276679841897
0.0,10.300000000000011,0.0,0.0,0.328042328042328,-0.37037037037037035,0.369565217391302,0.40740740740740744,0.6007905138339921
0.0,10.300000000000011,0.0,0.0,0.9947089947089947,-0.7407407407407407,0.369565217391302,0.40740740740740744,0.608695652173913
0.0,10.300000000000011,0.0,0.0,0.047619047619047616,0.04444444444444455,0.3804347826086958,0.41975308641975584,0.616600790513834
0.0,10.300000000000011,0.0,0.0,-0.13756613756613756,0.17037037037037017,0.3804347826086958,0.41975308641975584,0.6245059288537549
0.0,10.300000000000011,0.0,0.0,0.05291005291005291,0.0148148148148145,0.3804347826086958,0.41975308641975584,0.6324110671936758
0.0,10.199999999999989,1.0,0.0,0.8359788359788359,-0.7851851851851853,0.3804347826086958,0.40740740740740744,0.6403162055335968
0.0,10.300000000000011,0.0,0.0,-0.6613756613756614,1.0592592592592591,0.3804347826086958,0.41975308641975584,0.6521739130434783
0.0,10.300000000000011,0.0,0.0,-0.582010582010582,0.9259259259259259,0.3804347826086958,0.41975308641975584,0.6600790513833992
0.0,10.199999999999989,1.0,0.0,0.4708994708994709,-0.14074074074074064,0.3804347826086958,0.40740740740740744,0.6679841897233201
0.0,10.199999999999989,0.0,0.0,1.7248677248677249,-1.2740740740740744,0.3804347826086958,0.40740740740740744,0.6798418972332015
0.0,10.100000000000023,1.0,0.0,1.6349206349206349,-1.051851851851852,0.39130434782608337,0.40740740740740744,0.6877470355731224
0.0,10.100000000000023,0.0,0.0,0.10582010582010581,-0.1111111111111111,0.40217391304347716,0.41975308641975584,0.6996047430830039
0.0,10.100000000000023,0.0,0.0,-0.5767195767195767,0.37037037037037035,0.40217391304347716,0.41975308641975584,0.7075098814229248
0.0,10.0,1.0,0.0,0.9312169312169312,-0.8444444444444446,0.39130434782608337,0.39506172839505904,0.7154150197628458
0.0,10.099999999999966,2.0,0.0,-0.19576719576719576,0.2962962962962963,0.3804347826086958,0.39506172839505904,0.7272727272727272
0.0,10.099999999999966,0.0,0.0,0.12698412698412698,-0.5703703703703705,0.3804347826086958,0.39506172839505904,0.7470355731225296
1.0,10.100000000000023,0.0,1.0,-0.49206349206349204,1.8962962962962964,0.39130434782608337,0.40740740740740744,0.7549407114624506
0.0,10.100000000000023,1.0,0.0,2.2275132275132274,-1.2962962962962963,0.39130434782608337,0.40740740740740744,0.7628458498023715
0.0,10.200000000000045,0.0,0.0,-0.2698412698412698,0.3999999999999999,0.39130434782608337,0.41975308641975584,0.7747035573122529
0.0,10.200000000000045,0.0,0.0,-0.708994708994709,0.3185185185185183,0.39130434782608337,0.41975308641975584,0.7826086956521738
0.0,10.100000000000023,0.0,0.0,0.4708994708994709,-0.3777777777777779,0.40217391304347716,0.41975308641975584,0.7905138339920948
0.0,10.100000000000023,0.0,0.0,0.5185185185185185,-0.5777777777777781,0.39130434782608337,0.40740740740740744,0.7984189723320158
0.0,10.099999999999966,0.0,0.0,-0.656084656084656,0.488888888888889,0.3804347826086958,0.39506172839505904,0.8063241106719367
0.0,10.099999999999966,0.0,0.0,-0.2222222222222222,0.5777777777777776,0.3804347826086958,0.39506172839505904,0.8142292490118577
1.0,10.099999999999966,0.0,2.0,-0.25396825396825395,0.08888888888888857,0.3804347826086958,0.39506172839505904,0.8221343873517786
0.0,10.099999999999966,0.0,0.0,-0.5555555555555556,0.8444444444444443,0.3804347826086958,0.39506172839505904,0.0
0.0,10.099999999999966,0.0,0.0,-0.5343915343915344,-0.16296296296296317,0.3804347826086958,0.39506172839505904,0.007905138339920948
0.0,10.0,2.0,0.0,-0.30687830687830686,0.7259259259259258,0.3804347826086958,0.38271604938271775,0.015810276679841896
0.0,10.0,0.0,0.0,-0.2804232804232804,0.548148148148148,0.39130434782608337,0.39506172839505904,0.035573122529644265
0.0,10.0,0.0,0.0,-0.26455026455026454,0.05185185185185154,0.39130434782608337,0.39506172839505904,0.043478260869565216
0.0,10.0,0.0,0.0,-0.17989417989417988,0.0,0.40217391304347716,0.40740740740740744,0.05138339920948616
0.0,10.0,0.0,0.0,-0.42857142857142855,0.5555555555555556,0.39130434782608337,0.39506172839505904,0.05928853754940711
0.0,10.0,1.0,0.0,1.5925925925925926,-0.9851851851851853,0.40217391304347716,0.40740740740740744,0.06719367588932806
0.0,10.0,2.0,0.0,-0.3544973544973545,0.2814814814814813,0.40217391304347716,0.40740740740740744,0.07905138339920947
0.0,10.0,0.0,0.0,0.21693121693121692,-0.6148148148148148,0.40217391304347716,0.40740740740740744,0.09881422924901186
0.0,10.0,1.0,0.0,-0.4444444444444444,0.3777777777777779,0.40217391304347716,0.40740740740740744,0.1067193675889328
0.0,10.0,1.0,0.0,-0.08465608465608465,-0.04444444444444455,0.39130434782608337,0.39506172839505904,0.11857707509881422
0.0,10.0,0.0,0.0,1.3227513227513228,-1.0592592592592593,0.39130434782608337,0.39506172839505904,0.13043478260869565
0.0,10.0,0.0,0.0,1.7301587301587302,-1.1259259259259262,0.39130434782608337,0.39506172839505904,0.13833992094861658
0.0,10.0,1.0,0.0,1.1851851851851851,-0.9629629629629629,0.39130434782608337,0.39506172839505904,0.14624505928853754
0.0,9.899999999999977,0.0,0.0,-0.2804232804232804,0.2148148148148147,0.41304347826087096,0.40740740740740744,0.15810276679841895
0.0,9.899999999999977,0.0,0.0,0.6296296296296297,-0.6074074074074076,0.40217391304347716,0.39506172839505904,0.1660079051383399
0.0,10.0,1.0,0.0,-0.8042328042328042,0.8962962962962964,0.40217391304347716,0.40740740740740744,0.17391304347826086
0.0,10.0,1.0,0.0,0.38095238095238093,-0.35555555555555585,0.40217391304347716,0.40740740740740744,0.18577075098814227
0.0,10.0,1.0,0.0,1.306878306878307,-0.7555555555555558,0.39130434782608337,0.39506172839505904,0.1976284584980237
0.0,9.900000000000034,0.0,0.0,0.13756613756613756,-0.548148148148148,0.39130434782608337,0.38271604938271775,0.20948616600790512
0.0,10.0,0.0,0.0,0.10582010582010581,0.3185185185185183,0.3804347826086958,0.38271604938271775,0.21739130434782608
0.0,10.099999999999966,0.0,0.0,1.8465608465608465,-1.1185185185185187,0.3804347826086958,0.39506172839505904,0.225296442687747
0.0,10.0,0.0,0.0,2.582010582010582,-1.4370370370370371,0.3804347826086958,0.38271604938271775,0.23320158102766797
0.0,10.0,0.0,0.0,0.2751322751322751,0.037037037037037035,0.3804347826086958,0.38271604938271775,0.24110671936758893
0.0,10.0,1.0,0.0,-0.328042328042328,0.029629629629629523,0.3804347826086958,0.38271604938271775,0.24901185770750986
0.0,9.899999999999977,0.0,0.0,-0.2804232804232804,0.24444444444444424,0.3804347826086958,0.37037037037036935,0.2608695652173913
0.0,9.899999999999977,0.0,0.0,0.4656084656084656,-0.6666666666666666,0.3804347826086958,0.37037037037036935,0.26877470355731226
0.0,9.899999999999977,0.0,0.0,-0.30687830687830686,0.6222222222222221,0.3804347826086958,0.37037037037036935,0.27667984189723316
0.0,10.0,1.0,0.0,-0.031746031746031744,0.49629629629629596,0.3804347826086958,0.38271604938271775,0.2845849802371541
0.0,9.900000000000034,2.0,0.0,0.6243386243386243,-0.548148148148148,0.39130434782608337,0.38271604938271775,0.2964426877470355
0.0,9.800000000000011,0.0,0.0,0.36507936507936506,-0.4444444444444444,0.39130434782608337,0.37037037037036935,0.3162055335968379
0.0,9.800000000000011,0.0,0.0,1.9523809523809523,-1.3037037037037038,0.3804347826086958,0.35802469135802717,0.32411067193675885
0.0,9.900000000000034,2.0,0.0,-0.021164021164021163,0.25185185185185177,0.369565217391302,0.35802469135802717,0.3320158102766798
0.0,9.899999999999977,1.0,0.0,-0.026455026455026454,-0.04444444444444455,0.3804347826086958,0.37037037037036935,0.3517786561264822
0.0,9.800000000000011,1.0,0.0,-0.08994708994708994,0.1333333333333331,0.3804347826086958,0.35802469135802717,0.3636363636363636
0.0,9.800000000000011,0.0,0.0,0.9365079365079365,-0.7925925925925928,0.3804347826086958,0.35802469135802717,0.37549407114624506
0.0,9.800000000000011,0.0,0.0,-0.38095238095238093,0.4148148148148149,0.3804347826086958,0.35802469135802717,0.38339920948616596
0.0,9.800000000000011,0.0,0.0,0.32275132275132273,-0.4444444444444444,0.39130434782608337,0.37037037037036935,0.3913043478260869
0.0,9.800000000000011,0.0,0.0,0.5079365079365079,-0.525925925925926,0.3804347826086958,0.35802469135802717,0.3992094861660079
0.0,9.800000000000011,1.0,0.0,1.0793650793650793,-0.8888888888888888,0.3804347826086958,0.35802469135802717,0.40711462450592883
0.0,9.800000000000011,0.0,0.0,-0.19047619047619047,0.04444444444444455,0.369565217391302,0.34567901234567877,0.41897233201581024
0.0,9.800000000000011,0.0,0.0,-0.37037037037037035,0.34074074074074084,0.39130434782608337,0.37037037037036935,0.4268774703557312
0.0,9.800000000000011,0.0,0.0,0.291005291005291,0.08148148148148159,0.39130434782608337,0.37037037037036935,0.43478260869565216
0.0,9.800000000000011,0.0,0.0,-1.0211640211640212,0.7851851851851853,0.40217391304347716,0.38271604938271775,0.4426877470355731
0.0,9.800000000000011,0.0,0.0,0.2275132275132275,0.24444444444444424,0.39130434782608337,0.37037037037036935,0.450592885375494
0.0,9.800000000000011,0.0,0.0,1.1851851851851851,-0.7925925925925928,0.39130434782608337,0.37037037037036935,0.458498023715415
0.0,9.700000000000045,0.0,0.0,0.30158730158730157,-0.585185185185185,0.39130434782608337,0.35802469135802717,0.46640316205533594
0.0,9.600000000000023,0.0,0.0,-0.9206349206349206,1.511111111111111,0.40217391304347716,0.35802469135802717,0.4743083003952569
0.0,9.700000000000045,0.0,0.0,-0.47619047619047616,0.474074074074074,0.39130434782608337,0.35802469135802717,0.48221343873517786
0.0,9.600000000000023,0.0,0.0,0.4444444444444444,-0.1111111111111111,0.40217391304347716,0.35802469135802717,0.49011857707509876
0.0,9.600000000000023,0.0,0.0,0.2962962962962963,-0.42962962962962997,0.39130434782608337,0.34567901234567877,0.4980237154150197
0.0,9.599999999999966,0.0,0.0,-0.15873015873015872,0.07407407407407407,0.3804347826086958,0.3333333333333304,0.5059288537549407
0.0,9.599999999999966,0.0,0.0,1.2380952380952381,-0.9185185185185186,0.3804347826086958,0.3333333333333304,0.5138339920948616
0.0,9.699999999999989,1.0,0.0,-0.328042328042328,0.22962962962962974,0.369565217391302,0.3333333333333304,0.5217391304347826
0.0,9.699999999999989,1.0,0.0,-0.3862433862433862,0.7037037037037037,0.369565217391302,0.3333333333333304,0.533596837944664
0.0,9.599999999999966,0.0,0.0,-0.708994708994709,0.9555555555555555,0.3804347826086958,0.3333333333333304,0.5454545454545454
0.0,9.699999999999989,1.0,0.0,1.1005291005291005,-0.8592592592592594,0.3804347826086958,0.34567901234567877,0.5533596837944663
0.0,9.800000000000011,2.0,0.0,-0.43915343915343913,0.4148148148148149,0.369565217391302,0.34567901234567877,0.5652173913043478
0.0,9.900000000000034,0.0,0.0,-1.08994708994709,1.1259259259259256,0.369565217391302,0.35802469135802717,0.5849802371541502
0.0,9.800000000000011,2.0,0.0,-0.2857142857142857,0.6888888888888887,0.3804347826086958,0.35802469135802717,0.592885375494071
0.0,9.800000000000011,0.0,0.0,-1.2433862433862435,1.1629629629629628,0.3804347826086958,0.35802469135802717,0.6126482213438734
0.0,9.800000000000011,0.0,0.0,0.042328042328042326,-0.2962962962962963,0.3804347826086958,0.35802469135802717,0.6205533596837944
0.0,9.800000000000011,0.0,0.0,0.21693121693121692,-0.3629629629629629,0.369565217391302,0.34567901234567877,0.6284584980237153
0.0,9.799999999999955,1.0,0.0,1.4550264550264551,-0.8814814814814816,0.3586956521739144,0.3333333333333304,0.6363636363636364
0.0,9.799999999999955,2.0,0.0,-0.5079365079365079,0.7703703703703703,0.3586956521739144,0.3333333333333304,0.6482213438735177
0.0,9.799999999999955,1.0,0.0,-0.5925925925925926,0.17037037037037017,0.3586956521739144,0.3333333333333304,0.6679841897233201
0.0,9.899999999999977,0.0,0.0,0.05291005291005291,-0.48148148148148145,0.3478260869565206,0.3333333333333304,0.6798418972332015
0.0,9.899999999999977,2.0,0.0,0.5767195767195767,-0.2962962962962963,0.3478260869565206,0.3333333333333304,0.6877470355731224
0.0,10.0,0.0,0.0,0.06349206349206349,0.0,0.3369565217391268,0.3333333333333304,0.7075098814229248
0.0,10.0,1.0,0.0,-0.656084656084656,0.585185185185185,0.32608695652173925,0.3209876543209891,0.7154150197628458
0.0,9.900000000000034,0.0,0.0,-0.15873015873015872,-0.014814814814815025,0.3369565217391268,0.3209876543209891,0.7272727272727272
0.0,9.900000000000034,0.0,0.0,-0.42857142857142855,0.1925925925925927,0.3369565217391268,0.3209876543209891,0.7351778656126482
0.0,9.800000000000011,1.0,0.0,-0.21164021164021163,-0.18518518518518517,0.3369565217391268,0.3086419753086407,0.7430830039525691
0.0,9.800000000000011,1.0,0.0,0.42857142857142855,0.06666666666666655,0.3369565217391268,0.3086419753086407,0.7549407114624506
0.0,9.800000000000011,0.0,0.0,1.835978835978836,-0.9703703703703704,0.3369565217391268,0.3086419753086407,0.7667984189723319
0.0,9.800000000000011,0.0,0.0,0.13227513227513227,-0.2888888888888888,0.3369565217391268,0.3086419753086407,0.7747035573122529
0.0,9.800000000000011,2.0,0.0,2.560846560846561,-1.5037037037037038,0.3369565217391268,0.3086419753086407,0.7826086956521738
0.0,9.700000000000045,1.0,0.0,-0.042328042328042326,0.43703703703703695,0.3369565217391268,0.2962962962962994,0.8023715415019762
0.0,9.800000000000011,2.0,0.0,-0.13227513227513227,0.25185185185185177,0.3369565217391268,0.3086419753086407,0.8142292490118577
0.0,9.800000000000011,1.0,0.0,-0.021164021164021163,-0.007407407407407513,0.3369565217391268,0.3086419753086407,0.83399209486166
0.0,9.800000000000011,0.0,0.0,-0.1693121693121693,0.511111111111111,0.3369565217391268,0.3086419753086407,0.8458498023715414
1.0,9.800000000000011,0.0,3.0,-1.1693121693121693,1.5259259259259261,0.3369565217391268,0.3086419753086407,0.8537549407114624
1.0,9.800000000000011,0.0,3.0,-0.48148148148148145,0.9037037037037033,0.32608695652173925,0.2962962962962994,0.8616600790513833
0.0,9.800000000000011,0.0,0.0,0.43915343915343913,-0.34074074074074084,0.32608695652173925,0.2962962962962994,0.0
0.0,9.800000000000011,1.0,0.0,-0.18518518518518517,0.27407407407407375,0.3369565217391268,0.3086419753086407,0.007905138339920948
0.0,9.800000000000011,1.0,0.0,-0.3333333333333333,0.25925925925925924,0.3478260869565206,0.3209876543209891,0.01976284584980237
0.0,9.899999999999977,0.0,0.0,1.216931216931217,-1.0444444444444445,0.3478260869565206,0.3333333333333304,0.03162055335968379
0.0,9.800000000000011,2.0,0.0,0.5767195767195767,-0.5555555555555556,0.3369565217391268,0.3086419753086407,0.03952569169960474
0.0,9.900000000000034,2.0,0.0,-0.23809523809523808,0.2074074074074072,0.3369565217391268,0.3209876543209891,0.05928853754940711
1.0,9.900000000000034,0.0,1.0,-0.37037037037037035,1.6444444444444442,0.3369565217391268,0.3209876543209891,0.07905138339920947
0.0,9.900000000000034,0.0,0.0,-0.9788359788359788,1.4074074074074074,0.3369565217391268,0.3209876543209891,0.08695652173913043
0.0,9.800000000000011,1.0,0.0,0.5661375661375662,-0.3777777777777779,0.3369565217391268,0.3086419753086407,0.09486166007905138
0.0,9.900000000000034,0.0,0.0,-0.21693121693121692,0.7925925925925923,0.31521739130434545,0.2962962962962994,0.1067193675889328
0.0,9.899999999999977,1.0,0.0,2.2275132275132274,-1.4296296296296296,0.3043478260869579,0.283950617283951,0.11462450592885375
0.0,9.800000000000011,1.0,0.0,0.4656084656084656,-0.474074074074074,0.31521739130434545,0.283950617283951,0.12648221343873517
0.0,9.900000000000034,0.0,0.0,-1.0423280423280423,1.3481481481481479,0.31521739130434545,0.2962962962962994,0.13833992094861658
0.0,9.900000000000034,0.0,0.0,-0.6402116402116402,0.25185185185185177,0.31521739130434545,0.2962962962962994,0.14624505928853754
0.0,9.900000000000034,0.0,0.0,0.6084656084656085,-0.3999999999999999,0.31521739130434545,0.2962962962962994,0.1541501976284585
0.0,10.0,0.0,0.0,2.566137566137566,-1.3851851851851853,0.31521739130434545,0.3086419753086407,0.16205533596837943
0.0,10.0,0.0,0.0,-0.3544973544973545,0.7481481481481482,0.31521739130434545,0.3086419753086407,0.16996047430830039
0.0,10.100000000000023,0.0,0.0,-1.052910052910053,0.7185185185185182,0.31521739130434545,0.3209876543209891,0.17786561264822134
0.0,10.100000000000023,0.0,0.0,-0.14814814814814814,0.7259259259259258,0.31521739130434545,0.3209876543209891,0.18577075098814227
0.0,10.100000000000023,2.0,0.0,1.6984126984126984,-1.177777777777778,0.31521739130434545,0.3209876543209891,0.19367588932806323
0.0,10.099999999999966,1.0,0.0,-0.8518518518518519,0.5925925925925926,0.3043478260869579,0.3086419753086407,0.2134387351778656
0.0,10.099999999999966,0.0,0.0,-0.09523809523809523,0.04444444444444455,0.3043478260869579,0.3086419753086407,0.225296442687747
0.0,10.0,0.0,0.0,0.8677248677248677,-0.7037037037037037,0.31521739130434545,0.3086419753086407,0.23320158102766797
0.0,10.0,0.0,0.0,-0.30158730158730157,-0.14074074074074064,0.31521739130434545,0.3086419753086407,0.24110671936758893
0.0,10.199999999999989,0.0,0.0,-1.0687830687830688,1.1777777777777776,0.3043478260869579,0.3209876543209891,0.24901185770750986
0.0,10.199999999999989,0.0,0.0,-0.656084656084656,0.2222222222222222,0.31521739130434545,0.3333333333333304,0.2569169960474308
0.0,10.199999999999989,0.0,0.0,0.544973544973545,-0.48148148148148145,0.32608695652173925,0.34567901234567877,0.26482213438735175
0.0,10.099999999999966,1.0,0.0,0.19047619047619047,0.24444444444444424,0.32608695652173925,0.3333333333333304,0.2727272727272727
0.0,10.199999999999989,0.0,0.0,-0.13756613756613756,0.7259259259259258,0.31521739130434545,0.3333333333333304,0.2845849802371541
0.0,10.199999999999989,0.0,0.0,0.8624338624338624,-0.4074074074074074,0.31521739130434545,0.3333333333333304,0.2924901185770751
0.0,10.199999999999989,2.0,0.0,-0.5555555555555556,0.8666666666666664,0.31521739130434545,0.3333333333333304,0.30039525691699603
0.0,10.199999999999989,2.0,0.0,0.9259259259259259,-0.4074074074074074,0.31521739130434545,0.3333333333333304,0.3201581027667984
1.0,10.300000000000011,1.0,1.0,6.216931216931217,-2.177777777777778,0.31521739130434545,0.34567901234567877,0.33992094861660077
0.0,10.199999999999989,0.0,0.0,-0.26455026455026454,0.2074074074074072,0.32608695652173925,0.34567901234567877,0.3517786561264822
0.0,10.300000000000011,2.0,0.0,-0.37566137566137564,0.6962962962962962,0.32608695652173925,0.35802469135802717,0.35968379446640314
0.0,10.200000000000045,1.0,0.0,0.12698412698412698,0.059259259259259046,0.3369565217391268,0.35802469135802717,0.3794466403162055
0.0,10.300000000000011,0.0,0.0,0.4497354497354497,-0.3777777777777779,0.3369565217391268,0.37037037037036935,0.3913043478260869
0.0,10.200000000000045,0.0,0.0,-0.37037037037037035,0.5185185185185185,0.3369565217391268,0.35802469135802717,0.3992094861660079
0.0,10.200000000000045,0.0,0.0,0.5608465608465608,-0.3777777777777779,0.3369565217391268,0.35802469135802717,0.40711462450592883
0.0,10.199999999999989,0.0,0.0,0.38095238095238093,0.08148148148148159,0.32608695652173925,0.34567901234567877,0.4150197628458498
0.0,10.100000000000023,1.0,0.0,0.7037037037037037,-0.32592592592592584,0.3369565217391268,0.34567901234567877,0.4229249011857707
0.0,10.100000000000023,0.0,0.0,-0.06878306878306878,-0.16296296296296317,0.3369565217391268,0.34567901234567877,0.43478260869565216
0.0,10.100000000000023,0.0,0.0,1.2592592592592593,-0.5407407407407411,0.3369565217391268,0.34567901234567877,0.4426877470355731
0.0,10.100000000000023,1.0,0.0,-0.8412698412698413,0.9555555555555555,0.3478260869565206,0.35802469135802717,0.450592885375494
0.0,10.199999999999989,0.0,0.0,0.5608465608465608,-0.35555555555555585,0.3478260869565206,0.37037037037036935,0.4624505928853755
1.0,10.300000000000011,1.0,1.0,-0.43386243386243384,1.5259259259259261,0.3369565217391268,0.37037037037036935,0.4703557312252964
0.0,10.200000000000045,0.0,0.0,0.4656084656084656,-0.25185185185185177,0.3369565217391268,0.35802469135802717,0.48221343873517786
0.0,10.200000000000045,0.0,0.0,-0.13756613756613756,0.2888888888888888,0.3369565217391268,0.35802469135802717,0.49011857707509876
0.0,10.300000000000011,0.0,0.0,0.10582010582010581,-0.2962962962962963,0.3369565217391268,0.37037037037036935,0.4980237154150197
0.0,10.199999999999989,0.0,0.0,0.38095238095238093,-0.4592592592592595,0.3478260869565206,0.37037037037036935,0.5059288537549407
0.0,10.300000000000011,2.0,0.0,-0.8412698412698413,0.948148148148148,0.3369565217391268,0.37037037037036935,0.5138339920948616
0.0,10.300000000000011,0.0,0.0,-0.6190476190476191,0.35555555555555535,0.3369565217391268,0.37037037037036935,0.533596837944664
